,compound,entity,neg,neu,pos,tweet_date,tweet_id
98,0.8947,@Macys,0.0,0.65,0.35,Wed Nov 15 17:46:13 +0000 2017,930945060979531776
99,0.5707,@Macys,0.0,0.655,0.345,Wed Nov 15 17:45:49 +0000 2017,930944962602196992
0,0.7476,@Macys,0.0,0.716,0.284,Tue Nov 07 17:54:28 +0000 2017,928048033903923200
1,0.7901,@Macys,0.0,0.632,0.368,Tue Nov 07 17:51:33 +0000 2017,928047301683269632
2,-0.5423,@Macys,0.412,0.588,0.0,Tue Nov 07 17:49:33 +0000 2017,928046796902977536
3,0.5106,@Macys,0.246,0.154,0.6,Tue Nov 07 17:48:22 +0000 2017,928046499216478220
4,0.3612,@Macys,0.0,0.706,0.294,Tue Nov 07 17:47:05 +0000 2017,928046176494129155
5,0.1513,@Macys,0.0,0.926,0.074,Tue Nov 07 17:45:16 +0000 2017,928045721496031234
6,-0.2732,@Macys,0.24,0.568,0.192,Tue Nov 07 17:42:27 +0000 2017,928045010980950017
7,0.0,@Macys,0.0,1.0,0.0,Tue Nov 07 17:23:18 +0000 2017,928040191654289408
8,0.0,@Macys,0.0,1.0,0.0,Tue Nov 07 17:23:03 +0000 2017,928040127678443520
9,0.6212,@Macys,0.099,0.647,0.255,Tue Nov 07 17:07:39 +0000 2017,928036254247243776
10,-0.3818,@Macys,0.239,0.597,0.165,Tue Nov 07 17:03:40 +0000 2017,928035250952863745
11,-0.3382,@Macys,0.25,0.561,0.19,Tue Nov 07 17:02:56 +0000 2017,928035067829596160
12,0.8221,@Macys,0.0,0.636,0.364,Tue Nov 07 17:00:29 +0000 2017,928034451107532805
13,0.0,@Macys,0.0,1.0,0.0,Tue Nov 07 16:43:42 +0000 2017,928030227867099136
14,0.5972,@Macys,0.0,0.823,0.177,Tue Nov 07 16:35:08 +0000 2017,928028068450570240
15,-0.5267,@Macys,0.159,0.841,0.0,Tue Nov 07 16:32:51 +0000 2017,928027494996877312
16,0.4404,@Macys,0.0,0.828,0.172,Tue Nov 07 16:30:09 +0000 2017,928026816098525184
17,0.0,@Macys,0.0,1.0,0.0,Tue Nov 07 16:15:53 +0000 2017,928023223668756480
18,0.6932,@Macys,0.18,0.433,0.387,Tue Nov 07 16:14:06 +0000 2017,928022777071849472
19,-0.34,@Macys,0.098,0.902,0.0,Tue Nov 07 16:13:22 +0000 2017,928022594078498816
20,0.0,@Macys,0.0,1.0,0.0,Tue Nov 07 16:12:58 +0000 2017,928022489766289408
21,-0.34,@Macys,0.094,0.906,0.0,Tue Nov 07 16:11:46 +0000 2017,928022190787764224
22,-0.5765,@Macys,0.165,0.835,0.0,Tue Nov 07 16:11:03 +0000 2017,928022008235020289
23,-0.5267,@Macys,0.167,0.833,0.0,Tue Nov 07 16:04:45 +0000 2017,928020422926487555
24,-0.34,@Macys,0.124,0.876,0.0,Tue Nov 07 16:03:04 +0000 2017,928020000891457537
25,-0.5574,@Macys,0.194,0.806,0.0,Tue Nov 07 15:53:28 +0000 2017,928017584347328513
26,0.3311,@Macys,0.099,0.736,0.166,Tue Nov 07 15:53:12 +0000 2017,928017517276270592
27,-0.4404,@Macys,0.592,0.408,0.0,Tue Nov 07 15:42:39 +0000 2017,928014863091273728
28,0.6249,@Macys,0.0,0.758,0.242,Tue Nov 07 15:40:34 +0000 2017,928014336899080192
29,-0.3818,@Macys,0.191,0.809,0.0,Tue Nov 07 15:39:52 +0000 2017,928014163082989569
30,0.0,@Macys,0.0,1.0,0.0,Tue Nov 07 15:39:46 +0000 2017,928014136235216897
31,-0.1779,@Macys,0.201,0.588,0.211,Tue Nov 07 15:39:21 +0000 2017,928014032526856192
32,-0.2023,@Macys,0.089,0.816,0.096,Tue Nov 07 15:37:07 +0000 2017,928013471035396096
33,0.68,@Macys,0.0,0.641,0.359,Tue Nov 07 15:32:41 +0000 2017,928012355962851329
34,-0.6908,@Macys,0.206,0.794,0.0,Tue Nov 07 15:30:57 +0000 2017,928011917637160960
35,-0.3382,@Macys,0.25,0.561,0.19,Tue Nov 07 15:26:53 +0000 2017,928010894776430592
36,0.7925,@Macys,0.0,0.695,0.305,Tue Nov 07 15:25:18 +0000 2017,928010495315070976
37,0.7579,@Macys,0.0,0.723,0.277,Tue Nov 07 15:15:51 +0000 2017,928008117509607430
38,0.0,@Macys,0.0,1.0,0.0,Tue Nov 07 15:10:22 +0000 2017,928006738044792832
39,0.8858,@Macys,0.0,0.591,0.409,Tue Nov 07 15:06:35 +0000 2017,928005787686928385
40,0.4588,@Macys,0.0,0.857,0.143,Tue Nov 07 15:02:56 +0000 2017,928004866483589120
41,0.2732,@Macys,0.118,0.711,0.171,Tue Nov 07 15:00:05 +0000 2017,928004149337305088
42,0.743,@Macys,0.0,0.751,0.249,Tue Nov 07 15:00:03 +0000 2017,928004139690233856
43,-0.5709,@Macys,0.19,0.81,0.0,Tue Nov 07 14:58:28 +0000 2017,928003744289079298
44,0.0,@Macys,0.0,1.0,0.0,Tue Nov 07 14:58:15 +0000 2017,928003686583775233
45,0.0,@Macys,0.0,1.0,0.0,Tue Nov 07 14:58:07 +0000 2017,928003656435187712
46,0.2714,@Macys,0.077,0.806,0.117,Tue Nov 07 14:58:00 +0000 2017,928003625816793088
47,0.4738,@Macys,0.0,0.837,0.163,Tue Nov 07 14:57:46 +0000 2017,928003567910137856
48,0.6369,@Macys,0.08,0.688,0.232,Tue Nov 07 14:57:06 +0000 2017,928003397931843584
49,0.7177,@Macys,0.0,0.728,0.272,Tue Nov 07 14:43:42 +0000 2017,928000025489178624
50,0.0,@Macys,0.0,1.0,0.0,Tue Nov 07 14:24:28 +0000 2017,927995188781436928
51,0.5881,@Macys,0.0,0.868,0.132,Tue Nov 07 14:21:07 +0000 2017,927994343444623360
52,0.714,@Macys,0.0,0.784,0.216,Tue Nov 07 14:15:41 +0000 2017,927992978030829568
53,-0.658,@Macys,0.241,0.759,0.0,Tue Nov 07 14:11:13 +0000 2017,927991852615086080
54,0.0,@Macys,0.0,1.0,0.0,Tue Nov 07 14:10:09 +0000 2017,927991583991042055
55,0.0,@Macys,0.0,1.0,0.0,Tue Nov 07 14:09:30 +0000 2017,927991420467769344
56,0.0,@Macys,0.0,1.0,0.0,Tue Nov 07 14:06:10 +0000 2017,927990579866284032
57,0.0,@Macys,0.0,1.0,0.0,Tue Nov 07 13:57:31 +0000 2017,927988402762416128
58,0.9336,@Macys,0.0,0.587,0.413,Tue Nov 07 13:45:21 +0000 2017,927985342589865985
59,0.4019,@Macys,0.0,0.876,0.124,Tue Nov 07 13:43:08 +0000 2017,927984783971569665
60,0.5574,@Macys,0.0,0.66,0.34,Tue Nov 07 13:39:17 +0000 2017,927983814755934209
61,0.6476,@Macys,0.0,0.806,0.194,Tue Nov 07 13:37:54 +0000 2017,927983469669466112
62,0.6378,@Macys,0.0,0.766,0.234,Tue Nov 07 13:37:23 +0000 2017,927983338098393090
